actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director,imdb_rating,imdb_votes,imdb_matched_title
Neha Chaterji,no,2016,Darling Don't Cheat,,no,Rajkumar Hindusthani,,,
Neha Chauhan,no,2010,Love Sex Aur Dhokha,9.80,no,Dibakar Banerjee,,,
Neha Chauhan,no,2017,G Kutta Se,0.90,no,Rahul Dahiya,8.2,61,G Kutta Se
Neha Dhupia,no,2003,Qayamat: City Under Threat,28.52,yes,Harry Baweja,4.8,2742,Qayamat: City Under Threat
Neha Dhupia,no,2004,Julie,,yes,Deepak Shivdasani,4.1,505,Julie
Neha Dhupia,no,2004,Rakht,8.44,yes,Mahesh Manjrekar,3.8,773,Rakht
Neha Dhupia,no,2005,Garam Masala,64.65,no,Priyadarshan,6.8,19285,Garam Masala
Neha Dhupia,no,2005,Kyaa Kool Hai Hum,22.85,yes,Sangeeth Sivan,6.1,4143,Kyaa Kool Hai Hum
Neha Dhupia,no,2005,Sheesha,,no,Ashu Trikha,3.5,306,Sheesha
Neha Dhupia,no,2006,Chup Chup Ke,25.58,yes,Priyadarshan,7.1,15763,Chup Chup Ke
Neha Dhupia,no,2006,Fight Club: Members Only,8.88,yes,Vikram Chopra,3.6,1728,Fight Club: Members Only
Neha Dhupia,no,2006,Teesri Aankh: The Hidden Camera,,yes,Harry Baweja,2.8,380,Teesri Aankh: The Hidden Camera
Neha Dhupia,no,2006,Utthaan,,no,Ujjhal Chatterjee,4.5,44,Utthaan
Neha Dhupia,no,2007,Delhii Heights,0.99,no,Anand Kumar,4.3,212,Delhii Heights
Neha Dhupia,no,2007,Dus Kahaniyaan,13.00,yes,"Sanjay Gupta , Apoorva Lakhia , Meghna Gulzar , Rohit Roy , Hansal Mehta , Jasmeet Dhodhi",5.7,1794,Dus Kahaniyaan
Neha Dhupia,no,2007,Ek Chalis Ki Last Local,,yes,Sanjay Khanduri,7.3,5943,Ek Chalis Ki Last Local
Neha Dhupia,no,2007,Shootout at Lokhandwala,46.04,yes,Apoorva Lakhia,7.1,11622,Shootout at Lokhandwala
Neha Dhupia,no,2008,Dasvidaniya,1.87,no,Shashant Shah,7.8,6814,Dasvidaniya
Neha Dhupia,no,2008,De Taali,,no,Eeshwar Nivas,4.3,939,De Taali
Neha Dhupia,no,2008,Maharathi,,no,Shivam Nair,7.0,1332,Maharathi
Neha Dhupia,no,2008,Rama Rama Kya Hai Dramaa?,,no,S. Chandrakaant,,,
Neha Dhupia,no,2008,Singh Is Kinng,136.00,no,Anees Bazmee,5.8,17967,Singh Is King
Neha Dhupia,no,2009,De Dana Dan,81.85,no,Priyadarshan,6.1,12790,De Dana Dan
Neha Dhupia,no,2009,Paying Guests,,no,Paritossh Painter,4.4,647,Paying Guests
Neha Dhupia,no,2009,"Raat Gayi, Baat Gayi?",,no,Saurabh Shukla,6.3,600,"Raat Gayi, Baat Gayi?"
Neha Dhupia,no,2010,Action Replayy,48.00,yes,Vipul Amrutlal Shah,4.4,7972,Action Replayy
Neha Dhupia,no,2010,Phas Gaye Re Obama,14.00,no,Subhash Kapoor,7.5,6383,Phas Gaye Re Obama
Neha Dhupia,no,2011,Gandhi to Hitler,,no,Rakesh Ranjan Kumar,2.4,247,Gandhi to Hitler
Neha Dhupia,no,2011,Pappu Can't Dance Saala,,no,Saurabh Shukla,6.5,527,Pappu Can't Dance Saala
Neha Dhupia,no,2012,I M 24,,no,Saurabh Shukla,,,
Neha Dhupia,no,2012,Maximum,,no,Kabeer Kaushik,4.7,234,Maximum
Neha Dhupia,no,2012,Rush,4.60,yes,"Shamin Desai, Priyanka Desai",3.9,940,Rush
Neha Dhupia,no,2014,Ekkees Toppon Ki Salaami,1.58,no,Ravindra Gautam,6.1,598,Ekkees Toppon Ki Salaami
Neha Dhupia,no,2014,Ungli,50.00,yes,Rensil D'Silva,5.8,4437,Ungli
Neha Dhupia,no,2016,Moh Maya Money,,no,Munish Bharadwaj,5.8,483,Moh Maya Money
Neha Dhupia,no,2016,Santa Banta Pvt Ltd,,no,Akashdeep Sabir,2.7,349,Santa Banta Pvt Ltd
Neha Dhupia,no,2018,Helicopter Eela,8.24,yes,Pradeep Sarkar,5.5,1372,Helicopter Eela
Neha Dhupia,no,2018,Lust Stories,,yes,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee",6.3,14095,Lust Stories
Neha Dhupia,no,2021,Sanak,,no,Kanishk Varma,6.6,11322,Sanak
Neha Dhupia,no,2022,A Thursday,,no,Behzad Khambata,7.6,27249,A Thursday
Neha Dhupia,no,2024,Bad Newz,115.74,yes,Anand Tiwari,4.7,27614,Bad Newz
Neha Dubey,no,2003,The Perfect Husband,,no,Priya Singh Paul,6.1,19,The Perfect Husband
Neha Ghelot,no,2013,Ishk Actually,,no,Anish Khanna,2.7,166,Ishk Actually
Neha Gosain,no,2014,Main Aur Mr. Riight,,no,Adeeb Rais,4.8,413,Main Aur Mr. Riight
Neha Hinge,no,2013,Luv U Soniyo,2.70,no,Joe Rajan,5.6,75,Luv U Soniyo
Neha Oberoi,no,2008,EMI - Liya Hai Toh Chukana Parega,,yes,Saurabh Kabra,,,
Neha Oberoi,no,2008,Woodstock Villa,20.00,yes,Hansal Mehta,3.5,455,Woodstock Villa
Neha Pawar,no,2014,Paranthe Wali Gali,,no,Sachin Gupta,5.0,101,Paranthe Wali Gali
Neha Pendse,no,2005,Dreams,,no,Ashish Chanana,3.7,121,Dreams
Neha Sharma,no,2010,Crook,12.40,yes,Mohit Suri,,,
Neha Sharma,no,2012,Kyaa Super Kool Hain Hum,60.77,yes,Sachin Yardi,5.0,4426,Kyaa Super Kool Hain Hum
Neha Sharma,no,2012,Teri Meri Kahaani,54.00,yes,Kunal Kohli,4.9,4415,Teri Meri Kahaani
Neha Sharma,no,2013,Jayantabhai Ki Luv Story,,yes,Vinnil Markan,5.4,1477,Jayantabhai Ki Luv Story
Neha Sharma,no,2013,Yamla Pagla Deewana 2,,yes,Sangeeth Sivan,3.5,2230,Yamla Pagla Deewana 2
Neha Sharma,no,2014,Youngistaan,9.45,yes,Syed Ahmad Afzal,5.2,2032,Youngistaan
Neha Sharma,no,2016,Tum Bin II,6.45,no,Anubhav Sinha,4.8,1512,Tum Bin II
Neha Sharma,no,2017,Mubarakan,93.24,yes,Anees Bazmee,5.6,4596,Mubarakan
Neha Sharma,no,2021,Aafat-E-Ishq,,no,Indrajit Nattoji,4.5,466,Aafat-e-Ishq
Neha Sharma,no,2023,Jogira Sara Ra Ra,1.75,yes,Kushan Nandy,6.4,3269,Jogira Sara Ra Ra
Neha Thakur,no,2012,Valentine's Night,,no,Krishan Kumar,3.1,43,Valentine's Night
Neil Bhoopalam,no,2009,Mere Khwabon Mein Jo Aaye,,yes,Madhureeta Anand,5.1,122,Mere Khwabon Mein Jo Aaye
Neil Bhoopalam,no,2014,Ungli,50.00,yes,Rensil D'Silva,5.8,4437,Ungli
Neil Bhoopalam,no,2015,NH10,49.00,no,Navdeep Singh,7.2,14954,NH 10
Neil Bhoopalam,no,2018,Lust Stories,,yes,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee",6.3,14095,Lust Stories
Neil Bhoopalam,no,2022,Cobalt Blue,,yes,Sachin Kundalkar,6.6,2823,Cobalt Blue
Neil Bhoopalam,no,2023,Lost,,no,Aniruddha Roy Chowdhury,7.1,56,Lost
Neil Mukesh,no,2009,Aa Dekhen Zara,10.38,no,Jehangir Surti,5.2,1004,Aa Dekhen Zara
Neil Mukesh,no,2009,New York,78.34,no,Kabir Khan,6.8,13078,New York
Neil Nitin Mukesh,no,2007,Johnny Gaddaar,5.68,no,Sriram Raghavan,7.8,14157,Johnny Gaddaar
Neil Nitin Mukesh,no,2009,Jail,10.00,no,Madhur Bhandarkar,6.3,1467,Jail
Neil Nitin Mukesh,no,2010,Lafangey Parindey,22.70,no,Pradeep Sarkar,5.3,2424,Lafangey Parindey
Neil Nitin Mukesh,no,2010,Tera Kya Hoga Johnny,,yes,Sudhir Mishra,6.0,261,Tera Kya Hoga Johnny
Neil Nitin Mukesh,no,2011,7 Khoon Maaf,33.00,no,Vishal Bhardwaj,6.3,7088,7 Khoon Maaf
Neil Nitin Mukesh,no,2012,Players,45.52,yes,Abbas–Mustan,4.4,5519,Players
Neil Nitin Mukesh,no,2013,3G - A Killer Connection,5.91,no,"Shantanu , Sheershak Anand",3.6,1289,3G: A Killer Connection
Neil Nitin Mukesh,no,2013,David,17.00,no,Bejoy Nambiar,6.2,2949,David
Neil Nitin Mukesh,no,2013,Shortcut Romeo,,no,Susi Ganeshan,3.0,336,Shortcut Romeo
Neil Nitin Mukesh,no,2015,Prem Ratan Dhan Payo,432.00,yes,Sooraj Barjatya,4.4,26023,Prem Ratan Dhan Payo
Neil Nitin Mukesh,no,2016,Wazir,78.69,no,Bejoy Nambiar,7.1,20865,Wazir
Neil Nitin Mukesh,no,2017,Golmaal Again,311.05,yes,Rohit Shetty,5.0,13421,Golmaal Again
Neil Nitin Mukesh,no,2017,Indu Sarkar,6.07,no,Madhur Bhandarkar,6.0,2321,Indu Sarkar
Neil Nitin Mukesh,no,2018,Dassehra,,no,Manish Vatsalya,3.7,387,Dassehra
Neil Nitin Mukesh,no,2018,Ishqeria,,no,Prerna Wadhawan,4.1,253,Ishqeria
Neil Nitin Mukesh,no,2019,Bypass Road,1.16,no,Naman Nitin Mukesh,5.4,1178,Bypass Road
Neil Nitin Mukesh,no,2019,Saaho,,no,Sujeeth,5.1,26832,Saaho
Neil Nitin Mukesh,no,2025,Ek Chatur Naar,3.20,no,Umesh Shukla,6.0,7528,Ek Chatur Naar
Neil Nitin Mukesh,no,2025,Hisaab Barabar,,no,Ashwni Dhir,5.8,2171,Hisaab Barabar
Nethra Raghuraman,no,2004,Inteqam: The Perfect Game,,no,Pankaj Parashar,4.9,120,Inteqam: The Perfect Game
Nicole Faria,no,2014,Yaariyan,55.00,no,Divya Khosla Kumar,2.8,4062,Yaariyan
Nicolette Bird,no,2008,Rock On!!,36.00,no,Abhishek Kapoor,7.7,23517,Rock On!!
Nidhi Agerwal,no,2017,Munna Michael,47.20,yes,Sabbir Khan,3.5,6121,Munna Michael
Nidhi Bisht,no,2016,Umrika,,yes,Prashant Nair,6.6,1625,Umrika
Nidhi Singh,no,2018,Brij Mohan Amar Rahe!,,no,Nikhil Bhatt,6.5,3029,Long Live Brij Mohan
Nidhi Singh,no,2018,Dil Juunglee,1.30,no,Aleya Sen,3.8,587,Dil Juunglee
Nidhi Singh,no,2020,Bahut Hua Samman,,no,Ashish R Shukla,,,
Nidhi Subbaiah,no,2012,Ajab Gazabb Love,,yes,Sanjay Gadhvi,4.4,579,Strange and Amazing Love
Nidhi Subbaiah,no,2012,OMG – Oh My God!,149.90,yes,Umesh Shukla,8.1,71210,OMG: Oh My God!
Nidhi Subbaiah,no,2016,Direct Ishq,0.56,no,Rajiv S. Ruia,4.7,99,Direct Ishq
Nidhi Subbaiah,no,2016,Love Shagun,,no,Sandesh Nayak,4.5,125,Love Shagun
Nigel Borade,no,2004,Kaash... Hamara Dil Pagal Na Hota,,no,Mangal Anand,5.5,17,Kaash... Hamara Dil Pagal Na Hota
Niharica Raizada,no,2014,6 – 5 = 2,,no,Bharat Jain,4.5,274,6-5=2
Niharica Raizada,no,2016,Waarrior Savitri,,no,Param Gill,,,
Niharica Raizada,no,2023,IB71,29.19,no,Sankalp Reddy,7.1,11967,IB 71
Niharika Singh,no,2014,Miss Lovely,,no,Ashim Ahluwalia,7.3,19769,Miss Lovely
Niharika Singh,no,2020,Anwar Ka Ajab Kissa,,no,Buddhadeb Dasgupta,,,
Niharika Singh,no,2021,Ahaan,,no,Nikhil Pherwani,7.0,398,Ahaan
Nikhat Khan,no,2025,Mission Grey House,,no,Naushad Siddiqui,4.4,1302,Mission Grey House
Nikhat Khan,no,2025,The Networker,,no,Vikas Kumar Vishwakarma,7.9,16,The Networker
Nikhil Chinappa,no,2000,Snip!,,no,Sunil Sippy,5.6,135,Snip!
Nikhil Dwivedi,no,2008,My Name Is Anthony Gonsalves,,no,Eeshwar Nivas,3.9,537,My Name Is Anthony Gonsalves
Nikhil Dwivedi,no,2010,Raavan,49.50,yes,Mani Ratnam,5.4,5062,Raavan
Nikhil Dwivedi,no,2011,Crackers,,no,Anil Goyal,,,
Nikhil Dwivedi,no,2012,Hate Story,16.43,no,Vivek Agnihotri,5.3,4212,Hate Story
Nikhil Dwivedi,no,2014,Tamanchey,,no,Navneet Behal,,,
Nikhil Dwivedi,no,2021,Ankahi Kahaniya,,no,Ashwiny Iyer Tiwari Abhishek Chaubey Saket Chaudhary,5.6,1076,Ankahi Kahaniya
Nikhil Pandey,no,2023,Kaisi Ye Dor,,no,Ratna Neelam Pandey Sandeep S. Choudhary,7.5,16,Kaisi Ye Dor
Nikhil Pandey,no,2023,Sirf Ek Bandaa Kaafi Hai,,no,Apoorva Singh Karki,8.0,31116,Sirf Ek Bandaa Kaafi Hai
Nikhil Ratnaparkhi,no,2010,Tere Bin Laden,,no,Abhishek Sharma,7.2,11129,Tere Bin Laden
Niki Walia,no,2021,Bawri Chhori,,no,Kartik Ramalingam,4.2,135,Bawri Chhori
Niki Walia,no,2021,Tuesdays and Fridays,,no,Taranveer Singh,4.5,945,Tuesdays and Fridays
Nikita Anand,no,2007,Dil Dosti Etc,,no,Manish Tiwary,6.9,3012,Dil Dosti Etc
Nikita Dutta,no,2014,Lekar Hum Deewana Dil,,yes,Arif Ali,4.7,736,Lekar Hum Deewana Dil
Nikita Dutta,no,2019,Kabir Singh,379.02,yes,Sandeep Vanga,7.0,45648,Kabir Singh
Nikita Dutta,no,2020,Maska,,no,Neeraj Udhwani,5.9,1634,Maska
Nikita Dutta,no,2021,Dybbuk,,yes,Jay K,,,
Nikita Dutta,no,2021,The Big Bull,,yes,Kookie Gulati,5.6,17062,The Big Bull
Nikita Dutta,no,2022,Rocket Gang,,no,Bosco Martis,3.8,178,Rocket Gang
Nikita Dutta,no,2024,Dange,,no,Bejoy Nambiar,5.3,851,Dange
Nikita Dutta,no,2025,Jewel Thief,,yes,Kookie Gulati Robbie Garewal,5.1,1033,Jewel Thief
Nikita Sharma,no,2025,Oye Bhootni Ke,,yes,Ajay Kailash Yadav,4.1,1781,Oye Bhootni Ke
Nikita Thukral,no,2016,Traffic,11.65,no,Rajesh Pillai,6.7,2851,Traffic
Nikitin Dheer,no,2008,Mission Istaanbul,,yes,Apoorva Lakhia,,,
Nikitin Dheer,no,2016,Freaky Ali,21.32,yes,Sohail Khan,5.0,3211,Freaky Ali
Nikitin Dheer,no,2016,Housefull 3,194.94,yes,Sajid-Farhad,5.0,12627,Housefull 3
Nikitin Dheer,no,2021,Shershaah,,no,Vishnuvardhan,8.3,136599,Shershaah
Nikitin Dheer,no,2025,Housefull 5,242.80,yes,Tarun Mansukhani,3.3,18694,Housefull 5
Nikkitasha Marwaha,no,2017,Yadvi – The Dignified Princess,,no,Jyoti Singh,8.0,46,YADVI: The Dignified Princess
Nilesh Sahay,no,2011,Angel,,no,Ganesh Acharya,6.4,104,Angel
Nimish Kathale,no,2000,Lekroo,,no,Shrabani Deodhar,8.1,17,The Child
Nimisha Mehta,no,2016,Days of Tafree,,no,Krishnadev Yagnik,7.2,377,Days of Tafree
Nimisha Nair,no,2025,Logout,,yes,Amit Golani,7.2,1606,Logout
Nimisha Sajayan,no,2024,Lantrani,,no,Gurvinder Singh Kaushik Ganguly Bhaskar Hazarika,5.1,488,Lantrani
Nimisha Vakharia,no,2010,Khichdi: The Movie,8.10,no,Aatish Kapadia,7.3,3317,Khichdi: The Movie
Nimrat Kaur,no,2016,Airlift,209.97,no,Raja Krishna Menon,7.9,61561,Airlift
Nimrat Kaur,no,2022,Dasvi,,yes,Tushar Jalota,7.3,62660,Dasvi
Nimrat Kaur,no,2023,Sajini Shinde Ka Viral Video,,no,Mikhil Musale,6.2,6200,Sajini Shinde Ka Viral Video
Nimrat Kaur,no,2025,Sky Force,168.88,yes,Sandeep Kewlani Abhishek Anil Kapur,6.8,13944,Sky Force
Nimrit Kaur Ahluwalia,no,2024,Love Sex Aur Dhokha 2,0.50,yes,Dibakar Banerjee,,,
Nina Wadia,no,2007,Namastey London,71.40,yes,Vipul Amrutlal Shah,7.1,24203,Namastey London
Ninad Kamat,no,2015,Crazy Cukkad Family,,no,Ritesh Menon,5.0,66,Crazy Cukkad Family
Ninad Kamat,no,2021,Ramprasad Ki Tehrvi,,no,Seema Pahwa,7.4,7186,Ramprasad Ki Tehrvi
Ninad Kamat,no,2023,Friday Night Plan,,yes,Vatsal Neelakantan,6.6,2134,Friday Night Plan
Ninad Mahajani,no,2020,Class of '83,,yes,Atul Sabharwal,5.8,6242,Class of '83
Niraj Chauhan,no,2025,The Secret of Devkaali,,no,Niraj Chauhan,8.6,246,The Secret of Devkaali
Niraj Kabi,no,2013,Ship of Theseus,,no,Anand Gandhi,8.0,8339,Ship of Theseus
Nirmal Kumar Pant,no,2015,The Silent Heroes,,no,Mahesh Bhatt,6.4,79,The Silent Heroes
Nirmal Pandey,no,2001,One 2 Ka 4,13.82,no,Shashilal K. Nair,5.5,6205,One 2 Ka 4
Nirmal Pandey,no,2003,Patth,,no,,4.9,50,Patth
Nisha Bains,no,2000,Nidaan,,no,Mahesh Manjrekar,6.6,25,Nidaan
Nisha Kothari,no,2005,James,,no,Rohit Jugraj,3.8,392,James
Nisha Kothari,no,2006,Darna Zaroori Hai,10.65,no,Ram Gopal Varma,5.5,2951,Darna Zaroori Hai
Nisha Kothari,no,2006,Shiva,,no,Ram Gopal Varma,4.1,402,Shiva
Nisha Kothari,no,2006,The Killer,6.50,yes,Hasnain Hyderabadwala,4.8,1456,The Killer
Nisha Kothari,no,2007,Aag,22.73,no,Ram Gopal Varma,,,
Nisha Kothari,no,2007,Darling,4.75,yes,Ram Gopal Verma,6.5,1573,Darling
Nisha Kothari,no,2007,Go,,no,Manish Shrivastava,2.8,175,Go
Nisha Triloki,no,2013,Ekk Thee Sanam,,no,Monish Kaushal,,,
Nishan,no,2024,Alpha Beta Gamma,,no,Shankar Srikumar,5.8,232,Alpha Beta Gamma
Nishant Dahiya,no,2011,Mujhse Fraaandship Karoge,,no,Nupur Asthana,6.9,4265,Mujhse Fraaandship Karoge
Nishant Dahiya,no,2014,Titoo MBA,,no,Amit Vats,4.5,128,Titoo MBA
Nishant Dahiya,no,2023,Akelli,,no,Pranay Meshram,6.0,6306,Akelli
Nishant Dahiya,no,2025,Mrs.,,no,Aarti Kadav,6.7,6143,Mrs
Nishant Singh Malkani,no,2013,Horror Story,7.00,no,Ayush Raina,4.3,2461,Horror Story
Nishant Singh Malkani,no,2015,Bezubaan Ishq,,no,Jashwant Gangani,4.8,91,Bezubaan Ishq
Nishanth,no,2000,Le Chal Apne Sang,,no,Vijay Kondke,5.8,16,Le Chal Apne Sang
Nishigandha Wad,no,2010,Rokkk,1.05,no,Rajesh Ranshinge,4.4,173,Rokkk
Nishigandha Wad,no,2017,A Daughter's Tale Pankh,,no,Premraaj,6.3,22,A Daughter's Tale: Pankh
Nishikant Kamat,no,2004,Hava Aney Dey,,no,Partho Sen-Gupta,6.2,139,Let the Wind Blow
Nishikant Kamat,no,2008,Mumbai Meri Jaan,5.02,yes,Nishikanth Kamat,7.7,6743,Mumbai Meri Jaan
Nishikant Kamat,no,2011,404,,no,Prawaal Raman,,,
Nishikant Kamat,no,2017,Daddy,15.50,no,Ashim Ahluwalia,6.4,2266,Daddy
Nishikant Kamat,no,2018,Bhavesh Joshi Superhero,4.75,yes,Vikramaditya Motwane,7.6,11485,Bhavesh Joshi Superhero
Nishma Soni,no,2025,Well Done CA Sahab!,,no,Sarvesh Kumar Singh,6.9,1267,Well Done C.A. Sahab!
Nitanshi Goel,no,2024,Laapataa Ladies,25.26,no,Kiran Rao,8.3,60209,Lost Ladies
Niten Mirani,no,2021,Switchh,,no,Mustufa Raj,3.5,118,Switchh
Nitesh Pandey,no,2002,Mere Yaar Ki Shaadi Hai,16.54,yes,Sanjay Gadhvi,5.4,2719,Mere Yaar Ki Shaadi Hai
Nitesh Pandey,no,2006,Khosla Ka Ghosla,6.67,no,Dibakar Banerjee,8.2,27210,Khosla Ka Ghosla!
Nitesh Pandey,no,2025,Ghich Pich,,no,Ankur Singla,8.1,2149,Ghich Pich
Nithya Menen,no,2019,Mission Mangal,290.59,yes,Jagan Shakti,6.6,20690,Mission Mangal
Nitin,no,2002,Sur: The Melody of Life,,no,Tanuja Chandra,6.6,628,Sur
Nitin Kumar Reddy,no,2009,Agyaat,,no,Ram Gopal Varma,3.1,777,Agyaat
Nitya Shetty,no,2001,Maya,,no,Digivijay Singh,7.1,311,Maya
Nivedita Bhattacharya,no,2014,Darr @ the Mall,7.80,no,Pawan Kripalani,4.9,1151,Darr @ the Mall
Nivedita Bhattacharya,no,2019,Chicken Curry Law,,no,Shekhar Sirrinn,4.5,225,Chicken Curry Law
Nivedita Bhattacharya,no,2021,Shaadisthan,,no,Raj Singh Chaudhary,5.7,1186,Shaadisthan
Nivin Pauly,no,2019,Moothon,,no,Geetu Mohandas,7.3,2405,The Elder One
Nora Fatehi,no,2014,Roar: Tigers of the Sundarbans,,no,Kamal Sadanah,5.6,851,Roar: Tigers of the Sundarbans
Nora Fatehi,no,2018,My Birthday Song,,no,Samir Soni,5.6,313,My Birthday Song
Nora Fatehi,no,2020,Street Dancer 3D,97.00,yes,Remo D'Souza,3.8,8753,Street Dancer 3D
Nora Fatehi,no,2021,Bhuj: The Pride of India,,yes,Abhishek Dudhaiya,4.2,26480,Bhuj: The Pride of India
Nora Fatehi,no,2024,Crakk,17.08,no,Aditya Datt,,,
Nora Fatehi,no,2024,Madgaon Express,57.34,no,Kunal Khemu,7.0,42705,Madgaon Express
Nora Fatehi,no,2025,Be Happy,,yes,Remo D'Souza,6.4,1704,Be Happy
Nora Fatehi,no,2025,Ufff Yeh Siyapaa,,no,G. Ashok,4.4,326,Ufff Yeh Siyapaa
Nupur Sharma,no,2015,Hey Bro,,no,Ajay Chandhok,2.7,269,Hey Bro
Nushrat Bharucha,no,2011,Pyaar Ka Punchnama,17.50,no,Luv Ranjan,7.6,23629,Pyaar Ka Punchnama
Nushrat Bharucha,no,2013,Akaash Vani,2.24,no,Luv Ranjan,6.4,2406,Akaash Vani
Nushrat Bharucha,no,2014,Darr @ the Mall,7.80,no,Pawan Kripalani,4.9,1151,Darr @ the Mall
Nushrat Bharucha,no,2015,Meeruthiya Gangster,,no,Zeishan Quadri,,,
Nushrat Bharucha,no,2015,Pyaar Ka Punchnama 2,88.17,no,Luv Ranjan,7.2,17594,Pyaar Ka Punchnama 2
Nushrat Bharucha,no,2018,Sonu Ke Titu Ki Sweety,,no,Luv Ranjan,7.1,27196,Sonu Ke Titu Ki Sweety
Nushrat Bharucha,no,2019,Dream Girl,200.80,no,Raaj Shaandilyaa,7.0,18646,Dream Girl
Nushrratt Bharuccha,no,2020,Chhalaang,,no,Hansal Mehta,6.6,20488,Chhalaang
Nushrratt Bharuccha,no,2021,Ajeeb Daastaans,,no,Shashank Khaitan Raj Mehta Neeraj Ghaywan Kayoze Irani,6.7,7226,Ajeeb Daastaans
Nushrratt Bharuccha,no,2021,Chhorii,,no,Vishal Furia,6.7,7322,Chhorii
Nushrratt Bharuccha,no,2022,Hurdang,,yes,Nikhil Nagesh Bhat,5.3,1175,Hurdang
Nushrratt Bharuccha,no,2022,Janhit Mein Jaari,5.12,no,Jai Basantu Singh,6.8,8280,Janhit Mein Jaari
Nushrratt Bharuccha,no,2022,Ram Setu,94.45,no,Abhishek Sharma,5.3,19126,Ram Setu
Nushrratt Bharuccha,no,2023,Akelli,,no,Pranay Meshram,6.0,6306,Akelli
Nushrratt Bharuccha,no,2023,Chatrapathi,,no,V. V. Vinayak,4.0,3706,Chatrapathi
Nushrratt Bharuccha,no,2023,Selfiee,23.63,yes,Raj Mehta,5.7,14897,Selfiee
Nushrratt Bharuccha,no,2025,Chhorii 2,,yes,Vishal Furia,4.6,1625,Chhorii 2
Nushrratt Bharuccha,no,2025,Ufff Yeh Siyapaa,,no,G. Ashok,4.4,326,Ufff Yeh Siyapaa
Nusraat Faria,no,2023,Mujib: The Making of a Nation,,no,Shyam Benegal,,,
Nusrat Imrose Tisha,no,2023,Mujib: The Making of a Nation,,no,Shyam Benegal,,,
Nutan Sinha,no,2020,Eeb Allay Ooo!,,no,Prateek Vats,7.2,1916,Eeb Allay Ooo!
Nyra Banerjee,no,2012,Kamaal Dhamaal Malamaal,,no,Priyadarshan,4.3,936,Kamaal Dhamaal Malamaal
Nyra Banerjee,no,2016,One Night Stand,4.19,no,Jasmine Moses D'Souza,3.2,1569,One Night Stand
Olexandra Semen,no,2015,MSG: The Messenger,17.70,no,"Gurmeet Ram Rahim Singh , Jeetu Arora",,,
Om Kanojiya,no,2019,Mere Pyare Prime Minister,0.39,no,Rakeysh Omprakash Mehra,6.8,728,Mere Pyare Prime Minister
Om Puri,no,2000,Hey Ram,11.30,yes,Kamal Haasan,8.0,15186,Hey Ram
Om Puri,no,2001,Deewaanapan,10.00,no,Ashu Trikha,4.7,538,Deewaanapan
Om Puri,no,2001,Farz,19.92,yes,Raj Kanwar,4.4,589,Farz
Om Puri,no,2002,Ansh: The Deadly Part,,no,Rajan Johri,6.5,78,Ansh: The Deadly Part
Om Puri,no,2002,Awara Paagal Deewana,27.58,no,Vikram Bhatt,6.3,10089,Awara Paagal Deewana
Om Puri,no,2002,Kranti,,yes,Naresh Malhotra,4.0,492,Kranti
Om Puri,no,2002,Pitaah,,yes,Mahesh Manjrekar,6.4,830,Pitaah
Om Puri,no,2003,Aapko Pehle Bhi Kahin Dekha Hai,,no,Anubhav Sinha,4.7,356,Aapko Pehle Bhi Kahin Dekha Hai
Om Puri,no,2003,Dhoop,,no,Ashwini Chaudhary,7.6,289,Dhoop
Om Puri,no,2003,Kagaar: Life on the Edge,,no,N. Chandra,5.6,67,Kagaar: Life on the Edge
Om Puri,no,2004,AK-47,,no,Raam Shetty,5.2,61,AK 47
Om Puri,no,2004,Dev,,yes,Govind Nihalani,6.6,1570,Dev
Om Puri,no,2004,King of Bollywood,,no,Piyush Jha,5.3,117,King of Bollywood
Om Puri,no,2004,Lakshya,41.68,yes,Farhan Akhtar,7.8,28088,Lakshya
Om Puri,no,2004,Maqbool,,no,Vishal Bhardwaj,8.0,15729,Maqbool
Om Puri,no,2005,Deewane Huye Paagal,26.50,yes,Vikram Bhatt,5.7,6718,Deewane Huye Paagal
Om Puri,no,2005,Mumbai Xpress,5.17,no,Singeetam Srinivasa Rao,,,
Om Puri,no,2006,Chup Chup Ke,25.58,yes,Priyadarshan,7.1,15763,Chup Chup Ke
Om Puri,no,2006,Don: The Chase Begins Again,106.00,yes,Farhan Akhtar,,,
Om Puri,no,2006,Malamaal Weekly,42.76,yes,Priyadarshan,7.1,9201,Malamaal Weekly
Om Puri,no,2006,Rang De Basanti,97.00,yes,Rakeysh Omprakash Mehra,8.1,126668,Rang De Basanti
Om Puri,no,2007,Buddha Mar Gaya,,no,Rahul Rawail,2.9,454,Buddha Mar Gaya
Om Puri,no,2007,Delhii Heights,0.99,no,Anand Kumar,4.3,212,Delhii Heights
Om Puri,no,2007,Dhol,33.27,yes,Priyadarshan,6.6,9303,Dhol
Om Puri,no,2007,Fool & Final,27.62,yes,Ahmed Khan,,,
Om Puri,no,2007,Victoria No. 203,,no,Anant Mahadevan,,,
Om Puri,no,2008,Kismat Konnection,,yes,Aziz Mirza,5.3,6481,Kismat Konnection
Om Puri,no,2008,Maharathi,,no,Shivam Nair,7.0,1332,Maharathi
Om Puri,no,2008,Mere Baap Pehle Aap,36.00,yes,Priyadarshan,5.6,3178,Mere Baap Pehle Aap
