year,title,director,cast,gross_raw,gross_cr
2002,Yeh Dil Aashiqanaa,Kuku Kohli,Karan Nath; Jividha Sharma,,
2002,Yeh Hai Jalwa,David Dhawan,Rishi Kapoor; Salman Khan; Amisha Patel; Rinke Khanna; Rati Agnihotri; Sanjay Dutt; Anupam Kher,,
2002,Yeh Kaisi Mohabbat,Dinkar Kapur,Deepak Tijori; Viveka Babajee; Krishna Abhishek; Mukesh Rishi,,
2002,Yeh Kya Ho Raha Hai?,Hansal Mehta,Prashant Chianani; Aamir Ali; Vaibhav Jhalani; Yash Pandit; Payal Rohatgi,,
2002,Yeh Mohabbat Hai,Umesh Mehra,Rahul Bhatt; Johnny Lever,,
2002,Zindagi Khoobsoorat Hai,Manoj Punj,Gurdas Maan; Tabu; Divya Dutta; Rajat Kapoor,,
2003,2 October,Sunil Tiwari,Ashutosh Rana; Sharat Saxena; Saadhika Randhawa; Mukesh Tiwari,,
2003,3 Deewarein,Nagesh Kukunoor,Naseeruddin Shah; Jackie Shroff; Juhi Chawla,,
2003,88 Antop Hill,Kushan Nandy,Rahul Dev; Shweta Menon; Harsh Khurana; Atul Kulkarni,,
2003,Aaj Ka Andha Kanoon,Amit Chandra Sahay,Sudesh Berry,,
2003,Aanch,Rajesh Kumar Singh,Nana Patekar; Paresh Rawal,,
2003,Aapko Pehle Bhi Kahin Dekha Hai,Anubhav Sinha,Priyanshu Chatterjee; Sakshi Shivanand; Manoj Pahwa; Om Puri; Farida Jalal,,
2003,Andaaz,Suneel Darshan,Akshay Kumar; Priyanka Chopra; Aman Verma; Lara Dutta,₹ 28.81 crore (US$6.18 million),28.81
2003,Armaan,Honey Irani,Amitabh Bachchan; Anil Kapoor; Preity Zinta; Gracy Singh; Randhir Kapoor; Aamir Bashir,,
2003,Baaz: A Bird in Danger,Tinu Verma,Sunil Shetty; Karisma Kapoor; Dino Morea; Preeti Jhangiani; Jackie Shroff,,
2003,Baghban,Ravi Chopra,Amitabh Bachchan; Hema Malini; Sharat Saxena; Aman Verma; Lillete Dubey; Samir Soni; Rimi Sen; Suman Ranganathan; Divya Dutta; Salman Khan; Paresh Rawal; Mahima Chaudhry,₹ 43.11 crore (US$9.25 million),43.11
2003,Bas Yun Hi,Raja Menon,Nandita Das; Purab Kohli; Sameer Malhotra; Sandhya Shetty,,
2003,Basti,Basharat Khan,Samir Soni; Faisal Khan,,
2003,Bhoot,Ram Gopal Varma,Urmila Matondkar; Ajay Devgn; Rekha; Nana Patekar; Fardeen Khan,,
2003,Boom,Kaizad Gustad,Amitabh Bachchan; Jackie Shroff; Gulshan Grover; Katrina Kaif; Madhu Sapre; Padma Lakshmi,,
2003,Calcutta Mail,Sudhir Mishra,Anil Kapoor; Rani Mukerji; Manisha Koirala,,
2003,Chalte Chalte,Aziz Mirza,Shah Rukh Khan; Rani Mukerji; Jas Arora; Lillete Dubey; Satish Shah; Rajeev Verma,₹ 43.29 crore (US$9.29 million),43.29
2003,Chori Chori,Milan Luthria,Ajay Devgn; Rani Mukerji; Sonali Bendre,,
2003,Chupke Se,Shona Urvashi,Zulfi Syed; Masumeh Makhija,,
2003,Chura Liyaa Hai Tumne,Sangeeth Sivan,Zayed Khan; Esha Deol,,
2003,Darna Mana Hai,Prawaal Raman,Saif Ali Khan; Shilpa Shetty; Sameera Reddy; Vivek Oberoi; Sohail Khan; Aftab Shivdasani; Antara Mali; Nana Patekar; Rajpal Yadav; Isha Koppikar; Sanjay Kapoor,,
2003,Dhoop,Ashwini Chaudhary,Murli Sharma; Gul Panag; Om Puri; Revathi; Sanjay Suri,,
2003,Dhund,Shyam Ramsay,Amar Upadhyay; Aditi Gowitrikar; Irrfan Khan; Gulshan Grover; Apoorva Agnihotri,,
2003,Dil Ka Rishta,Naresh Malhotra,Arjun Rampal; Aishwarya Rai; Priyanshu Chatterjee; Isha Koppikar; Raakhee; Paresh Rawal,,
2003,Dil Pardesi Ho Gayaa,Saawan Kumar Tak,Kapil Jhaveri; Ashutosh Rana; Saloni Aswani; Amrish Puri,,
2003,Dum,Eeshwar Nivas,Vivek Oberoi; Diya Mirza; Vivek Shauq; Atul Kulkarni,,
2003,Ek Alag Mausam,K. P. Sasi,Nandita Das; Anupam Kher,,
2003,Ek Aur Ek Gyarah,David Dhawan,Sanjay Dutt; Govinda; Amrita Arora; Gulshan Grover; Jackie Shroff; Ashish Vidyarthi,,
2003,Ek Din 24 Ghante,Anant Balani,Rahul Bose; Nandita Das; Kabir Sadanand; Prithvi Zutshi,,
2003,Escape from Taliban,Ujjal Chattopadhyaya,Manisha Koirala,,
2003,Final Solution,Rakesh Sharma,,,
2003,Footpath,Vikram Bhatt,Aftab Shivdasani; Bipasha Basu; Emraan Hashmi; Rahul Dev; Irrfan Khan,,
2003,Fun2shh... Dudes in the 10th Century,Imtiaz Punjabi,Gulshan Grover; Paresh Rawal; Farida Jalal,,
2003,Gangaajal,Prakash Jha,Ajay Devgn; Gracy Singh; Ayub Khan,,
2003,Haasil,Tigmanshu Dhulia,Jimmy Sheirgill; Irrfan Khan; Ashutosh Rana; Hrishita Bhatt; Sudhir Pandey,,
2003,Hawa,Guddu Dhanoa,Tabu; Shahbaz Khan,,
2003,Hawayein,Ammtoje Mann,Babbu Mann; Ammotje Mann,,
2003,The Hero: Love Story of a Spy,Anil Sharma,Sunny Deol; Preity Zinta; Priyanka Chopra,₹ 45.13 crore (US$9.69 million),45.13
2003,Humein Tumse Pyar Ho Gaya Chupke Chupke,Pramod Mandloi,Siddharth Dhawan; Shraddha Sharma; Kiran Kumar; Raza Murad; Shakti Kapoor; Mehmood Junior,,
2003,Hungama,Priyadarshan,Akshaye Khanna; Rimi Sen; Aftab Shivdasani; Rajpal Yadav; Paresh Rawal,,
2003,Indian Babu,Lawrence D'Souza,Jaz Pandher; Gurleen Chopra; Johnny Lever,,
2003,Inteha,Vikram Bhatt,Ashmit Patel; Vidya Malvade; Anup Soni; Nauheed Cyrusi,,
2003,Ishq Vishk,Ken Ghosh,Shahid Kapoor; Amrita Rao; Vishal Malhotra; Satish Shah; Yash Tonk; Neelima Azeem,,
2003,Jaal: The Trap,Guddu Dhanoa,Sunny Deol; Tabu; Reema Sen,,
2003,Jajantaram Mamantaram,Soumitra Ranade,Javed Jaffrey,,
2003,Janasheen,Feroz Khan,Fardeen Khan; Celina Jaitley; Feroz Khan,,
2003,Jhankaar Beats,Sujoy Ghosh,Juhi Chawla; Rahul Bose; Rinke Khanna; Kurush Deboo; Sanjay Suri; Riya Sen; Archana Puran Singh; Dinyar Contractor,,
2003,Jism,Anurag Basu,Bipasha Basu; John Abraham; Gulshan Grover,,
2003,Jodi Kya Banayi Wah Wah Ramji,Raman Kumar,Amar Upadhyay; Reema Sen,,
2003,Joggers Park,Anant Balani,Victor Banerjee; Perizaad Zorabian; Hiten Tejwani,,
2003,Kagaar: Life on the Edge,N. Chandra,Om Puri; Nandita Das; Amitabh Dayal,,
2003,Kahan Ho Tum,Vijay Kumar,Sharman Joshi; Samir Soni; Sonu Sood; Ishitta Arun,,
2003,Kaise Kahoon Ke... Pyaar Hai,,Sunny Deol,,
2003,Kal Ho Naa Ho,Nikhil Advani,Jaya Bachchan; Shah Rukh Khan; Saif Ali Khan; Preity Zinta; Uday Chopra,₹ 86.09 crore (US$18.48 million),86.09
2003,Kash Aap Hamare Hote,Ravindra Peepat,Juhi Babbar; Sonu Nigam,,
2003,Khanjar: The Knife,Chander Sharma,Sunil Shetty; Tabu,,
2003,Khel – No Ordinary Game,Yusuf Khan,Sunil Shetty; Sunny Deol; Ajay Jadeja; Celina Jaitley,,
2003,Khushi,S. J. Suryah,Fardeen Khan; Kareena Kapoor; Anup Soni; Amrish Puri; Sharat Saxena,,
2003,Khwahish,Govind Menon,Mallika Sherawat; Himanshu Malik,,
2003,Koi... Mil Gaya,Rakesh Roshan,Rekha; Hrithik Roshan; Preity Zinta,₹ 82.32 crore (US$17.67 million),82.32
2003,Kucch To Hai,Anurag Basu,Tusshar Kapoor; Esha Deol; Natassha; Yash Tonk; Rishi Kapoor; Jeetendra; Moonmoon Sen; Johnny Lever,,
2003,Kuch Naa Kaho,Rohan Sippy,Abhishek Bachchan; Aishwarya Rai; Arbaaz Khan,,
2003,LOC: Kargil,J. P. Dutta,Ajay Devgn; Sanjay Dutt; Suniel Shetty; Saif Ali Khan; Abhishek Bachchan; Akshaye Khanna; Kareena Kapoor; Rani Mukerji; Sanjay Kapoor; Manoj Bajpai; Isha Koppikar; Mahima Chaudhry; Karan Nath; Esha Deol; Raveena Tandon,₹ 31.67 crore (US$6.8 million),31.67
2003,Love at Times Square,,Dev Anand; Moon Moon Sen; Heenee Kaushik,,
2003,Main Madhuri Dixit Banna Chahti Hoon,Chandan Arora,Antara Mali; Rajpal Yadav,,
2003,Main Prem Ki Diwani Hoon,Sooraj R. Barjatya,Hrithik Roshan; Kareena Kapoor; Johnny Lever; Abhishek Bachchan,₹ 39.31 crore (US$8.44 million),39.31
2003,Market,Jay Prakash,Manisha Koirala,,
2003,Mudda: The Issue,Saurabh Shukla,Arya Babbar; Prashant Narayanan,,
2003,Mumbai Matinee,Anant Balani,Rahul Bose; Perizaad Zorabian; Anusha Dhandekar; Vijay Raaz; Saurabh Shukla,,
2003,Mumbai Se Aaya Mera Dost,Apoorva Agnihotri,Abhishek Bachchan; Lara Dutta,,
2003,Munna Bhai M.B.B.S.,Rajkumar Hirani,Sanjay Dutt; Arshad Warsi; Gracy Singh; Jimmy Sheirgill; Boman Irani; Sunil Dutt,₹ 36.29 crore (US$7.79 million),36.29
2003,Nayee Padosan,B. H. Tharun Kumar,Mahek Chahal; Vikas Kalantri; Anuj Sawhney,,
2003,Om,Ashok Honda,Attin Bhalla; Sandali Sinha; Pankaj Dheer; Sharat Saxena,,
2003,Oops!,Deepak Tijori,Kiran Janjani; Vikas Sethi; Mink Brar; Mita Vashisht,,
2003,Out of Control,"Apurva Asrani , Ramanjit Juneja",Ritesh Deshmukh; Hrishita Bhatt; Brande Roderick; Amrish Puri,,
2003,Paap,Pooja Bhatt,John Abraham; Udita Goswami; Gulshan Grover,,
2003,Parwana,Deepak Bahry,Ajay Devgn; Amisha Patel; Pooja Batra,,
2003,Patth,,Milind Gunaji; Sharad Kapoor; Nirmal Pandey; Payal Rohatgi; Hyder Kazmi,,
2003,Pinjar,Chandrakant Dwivedi,Urmila Matondkar; Manoj Bajpai; Sanjay Suri; Priyanshu Chatterjee; Isha Koppikar,,
2003,The Pink Mirror,Sridhar Rangayan,,,
2003,Praan Jaye Par Shaan Na Jaye,Sanjay Manjrekar,Aman Verma; Rinke Khanna; Vivek Shauq; Raveena Tandon; Namrata Shirodkar; Dia Mirza,,
2003,Qayamat: City Under Threat,Harry Baweja,Ajay Devgn; Sunil Shetty; Sanjay Kapoor; Neha Dhupia; Arbaaz Khan; Isha Koppikar; Riya Sen; Aashish Chaudhary; Chunky Pandey,₹ 28.52 crore (US$6.12 million),28.52
2003,Raghu Romeo,Rajat Kapoor,Vijay Raaz; Sadiya Siddiqui,,
2003,Raja Bhaiya,Raman Kumar,Govinda; Aarti Chhabria,,
2003,"Right Here, Right Now",Anand Gandhi,,,
2003,Rules: Pyaar Ka Superhit Formula,Parvati Balagopalan,Milind Soman,,
2003,Saaya,Anurag Basu,John Abraham; Tara Sharma; Mahima Chaudhry,,
2003,Samay: When Time Strikes,Robby Grewal,Sushmita Sen; Jackie Shroff; Sushant Singh,,
2003,Satta,Madhur Bhandarkar,Raveena Tandon,,
2003,Sssshhh...,Pawan S. Kaul,Karan Nath; Dino Morea; Tanishaa Mukerji,,
2003,Stumped,Gaurav Pandey,,,
2003,Supari,,Uday Chopra; Namrata Shirodkar,,
2003,Tada,Sisir. P. Mishra,Monica Bedi; Sharad Kapoor,,
2003,Talaash: The Hunt Begins...,Suneel Darshan,Akshay Kumar; Kareena Kapoor,,
2003,Tehzeeb,Khalid Mohamed,Urmila Matondkar; Shabana Azmi; Arjun Rampal; Rishi Kapoor; Diya Mirza; Namrata Shirodkar,,
2003,Tere Naam,Satish Kaushik,Salman Khan; Bhoomika Chawla; Sarfaraz Khan,,
2003,The Perfect Husband,Priya Singh Paul,Parvin Dabas; Neha Dubey; Rajeshwari Sachdev,,
2003,Tujhe Meri Kasam,K. Vijaya Bhaskar,Riteish Deshmukh; Genelia D'Souza,,
2003,Tumse Milke Wrong Number,Jignesh M. Vaishav,Tinnu Anand,,
2003,Waisa Bhi Hota Hai Part II,Shashanka Ghosh,Arshad Warsi; Sandhya Mridul; Prashant Narayanan,,
2003,Xcuse Me,N. Chandra,Sahil Khan; Sharman Joshi; Payal Rohatgi,,
2003,Yeh Dil,Teja,Tusshar Kapoor; Natassha; Akhilendra Mishra; Sharat Saxena,,
2003,Zameen,Rohit Shetty,Ajay Devgn; Abhishek Bachchan; Bipasha Basu,,
2004,Ishq Hai Tumse,G. Krishna,Bipasha Basu; Dino Morea,,
2004,Chameli,Sudhir Mishra,Kareena Kapoor; Rahul Bose; Kabir Sadanand; Rinke Khanna,,
2004,Paisa Vasool,Srinivas Bhashyam,Manisha Koirala; Sushmita Sen; Sushant Singh; Tinu Anand; Makrand Deshpande,,
2004,Plan,Hriday Shetty,Sanjay Dutt; Priyanka Chopra; Dino Morea; Sanjay Suri; Riya Sen; Rohit Roy; Sameera Reddy,,
2004,Ek Hasina Thi,Sriram Raghavan,Saif Ali Khan; Urmila Matondkar; Murli Sharma; Seema Biswas; Pratima Kazmi; Rasika Joshi,,
2004,Aetbaar,Vikram Bhatt,Amitabh Bachchan; Bipasha Basu; John Abraham; Tom Alter; Ali Asgar,,
2004,Khakee,Rajkumar Santoshi,Amitabh Bachchan; Akshay Kumar; Ajay Devgn; Aishwarya Rai; Tusshar Kapoor; Atul Kulkarni,₹ 49.89 crore (US$11.01 million),49.89
2004,Maqbool,Vishal Bhardwaj,Murali Sharma; Tabu; Pankaj Kapoor; Irrfan Khan; Moushumi Chatterjee; Om Puri,,
2004,Paap,Pooja Bhatt,John Abraham; Udita Goswami; Bikramjeet Kanwarpal; Gulshan Grover; Mohan Agashe; Anahita Uberoi,,
2004,Agnipankh,Sanjeev Puri,Jimmy Shergill; Rahul Dev; Divya Dutta; Shamita Shetty,,
2004,Aabra Ka Daabra,Dheeraj Kumar,Hansika Motwani; Shweta Tiwari; Vishal Lalwani; Archana Puran Singh,,
2004,Aan: Men at Work,Madhur Bhandarkar,Akshay Kumar; Sunil Shetty; Shatrughan Sinha; Irrfan Khan; Paresh Rawal; Jackie Shroff; Lara Dutta; Raveena Tandon,,
2004,Ab... Bas!,Rajesh Singh,Diana Hayden; Shawar Ali; Rohit Roy,,
2004,Ab Tak Chappan,Shimit Amin,Nana Patekar; Mohan Agashe; Revathi; Prasad Purandare; Hrishitaa Bhatt,,
2004,Ab Tumhare Hawale Watan Saathiyo,Anil Sharma,Amitabh Bachchan; Akshay Kumar; Bobby Deol; Divya Khosla Kumar; Sandali Sinha,,
2004,Aitraaz,Abbas–Mustan,Akshay Kumar; Kareena Kapoor; Priyanka Chopra; Upasna Singh; Amrish Puri,₹ 29 crore (US$6.4 million),29.00
2004,AK-47,Raam Shetty,Aditya Singh; Sheetal Bhavishi; Om Puri; Shivaji Satam; Ashish Vidyarthi,,
2004,Asambhav,Rajiv Rai,Arjun Rampal; Priyanka Chopra; Arif Zakaria; Naseeruddin Shah,,
2004,Bardaasht,E.Nivas,Bobby Deol; Lara Dutta; Ritesh Deshmukh; Rahul Dev; Virendra Saxena; Raju Kher,,
2004,Bhola in Bollywood,Sumbul Gazi,Ali Asgar; Siraj Khan; Avtar Gill; Raj Babbar,,
2004,Chand Bujh Gaya,Sharique Minhaj,Faisal Khan; Shama Sikander; Aliza,,
2004,Charas,Tigmanshu Dhulia,Jimmy Shergill; Irrfan Khan; Uday Chopra; Hrishita Bhatt; Namrata Shirodkar,,
2004,Deewaar,Milan Luthria,Amitabh Bachchan; Sanjay Dutt; Akshaye Khanna; Kay Kay Menon; Amrita Rao,,
2004,Dev,Govind Nihalani,Amitabh Bachchan; Fardeen Khan; Kareena Kapoor; Rati Agnihotri; Om Puri; Amrish Puri,,
2004,Dhoom,Sanjay Gadhvi,Abhishek Bachchan; John Abraham; Uday Chopra; Esha Deol; Rimi Sen,₹ 72.47 crore (US$15.99 million),72.47
2004,Dil Bechara Pyaar Ka Maara,Omkarnath Mishra,Vikas Kalantri; Aslam Khan; Divya Palat; Rajpal Yadav; Mallika Kapoor,,
2004,Dil Maange More,Anant Mahadevan,Shahid Kapoor; Ayesha Takia; Soha Ali Khan; Tulip Joshi; Kanwaljit Singh; Gulshan Grover,,
2004,Dil Ne Jise Apna Kahaa,Atul Agnihotri,Salman Khan; Preity Zinta; Bhumika Chawla,,
2004,Dobara,Shashi Ranjan,Raveena Tandon; Jackie Shroff; Mahima Chaudhry,,
2004,Dukaan,Iqbal Durrani,Vikas Kalantri; Rambha; Rati Agnihotri,,
2004,Ek Se Badhkar Ek,Kundan Shah,Suniel Shetty; Raveena Tandon; Isha Koppikar,,
2004,Fida,Ken Ghosh,Fardeen Khan; Kareena Kapoor; Shahid Kapoor; Kim Sharma,,
2004,Garv,Puneet Issar,Salman Khan; Shilpa Shetty; Anupam Kher; Arbaaz Khan; Mukesh Rishi; Amrish Puri,,
2004,Gayab,Prawal Raman,Tusshar Kapoor; Antara Mali; Raghubir Yadav,,
2004,Girlfriend,Karan Razdan,Amrita Arora; Isha Koppikar; Aashish Chaudhary,,
2004,Hatya,Kader Kashmiri,Akshay Kumar; Navin Nischol; Reema Lagoo; Varsha Usgaonkar,,
2004,Hava Aney Dey,Partho Sen-Gupta,Nishikant Kamat; Tannishtha Chatterjee; Rajshree Thakur,,
2004,Hawas,Karan Razdan,Shawar Ali; Meghna Naidu; Tarun Arora,,
2004,Hulchul,Priyadarshan,Akshaye Khanna; Kareena Kapoor; Sharad Kelkar; Jackie Shroff; Sunil Shetty; Amrish Puri; Arshad Warsi; Paresh Rawal; Arbaaz Khan,₹ 33.09 crore (US$7.3 million),33.09
2004,Hum Tum,Kunal Kohli,Saif Ali Khan; Rani Mukherji; Rishi Kapoor; Kirron Kher; Rati Agnihotri; Jimmy Sheirgill; Isha Koppikar; Abhishek Bachchan,₹ 43.22 crore (US$9.54 million),43.22
2004,Hyderabad Blues 2,Nagesh Kukunoor,Tisca Chopra; Elahe Hiptoola; Jyoti Dogra; Vikram Inamdar; Anu Chengappa,,
2004,I Proud to Be an Indian,Puneet Issar,Sohail Khan; Gulzar Inder Chahal; Puneet Issar; Tim Lawrence,,
2004,Insaaf: The Justice,Shrey Srivastava,Dino Morea; Namrata Shirodkar; Sanjay Suri; Henna; Rajpal Yadav,,
2004,Inteqam: The Perfect Game,Pankaj Parashar,Nethra Raghuraman; Manoj Bajpai; Isha Koppikar,,
2004,Jaago,Mrhul Kumar,Manoj Bajpayee; Sanjay Kapoor; Raveena Tandon; Hansika Motwani,,
2004,Julie,Deepak Shivdasani,Neha Dhupia; Yash Tonk; Sanjay Kapoor; Priyanshu Chatterjee,,
2004,Kaash... Hamara Dil Pagal Na Hota,Mangal Anand,Mukesh Ahuja; Chetan Aneja; Nigel Borade,,
2004,Kaun Hai Jo Sapno Mein Aaya,Rajesh Bhatt,Anupam Kher; Richa Pallod; Rakesh Bapat; Kader Khan; Rajesh Bhatt,,
2004,Kaya Taran,Sashi Kumar,Seema Biswas; Angad Bedi; Neelambari Bhattacharya; Neeta Mohindra,,
2004,Khamosh Pani,Sabiha Kumar,Kirron Kher; Amar Ali Malik,,
2004,King of Bollywood,Piyush Jha,Om Puri; Sophie Dahl; Kavita Kapoor,,
2004,Kis Kis Ki Kismat,Govind Menon,Dharmendra; Mallika Sherawat; Rati Agnihotri; Satish Shah,,
2004,Kismat,Guddu Dhanoa,Priyanka Chopra; Bobby Deol,,
2004,Kiss Kis Ko,Sharad Sharan,Karan Oberoi; Sudhanshu Pandey; Sherrin Varghese; Siddharth Haldipur; Chaitnya Bhosale,,
2004,Krishna Cottage,Santram Varma,Sohail Khan; Isha Koppikar; Natassha,,
2004,Kyun! Ho Gaya Na...,Samir Karnik,Vivek Oberoi; Aishwarya Rai; Amitabh Bachchan; Sunil Shetty; Diya Mirza; Rati Agnihotri; Arjun Mathur; Kajal Aggarwal,,
2004,Lakeer – Forbidden Lines,Ahmed Khan,Sunil Shetty; Sunny Deol; Sohail Khan; John Abraham; Nauheed Cyrusi; Apoorva Agnihotri,,
2004,Lakshya,Farhan Akhtar,Amitabh Bachchan; Hrithik Roshan; Preity Zinta; Lillete Dubey; Kushal Punjabi; Amrish Puri; Om Puri; Sharad Kapoor,,
2004,Let's Enjoy,"Ankur Tewari , Siddharth Anand Kumar",Shomendra Bose; Aashish Chaudhary; Roshni Chopra; Arzoo Govitrikar; Shiv Panditt; Sahil Gupta; Dhruv Jagasiya,,
2004,Madhoshi,Tanveer Khan,Bipasha Basu; John Abraham; Priyanshu Chatterjee,,
2004,Main Hoon Na,Farah Khan,Shahrukh Khan; Sushmita Sen; Sunil Shetty; Amrita Rao; Zayed Khan,₹ 84 crore (US$18.54 million),84.00
2004,Masti,Indra Kumar,Vivek Oberoi; Aftab Shivdasani; Lara Dutta; Riteish Deshmukh; Ajay Devgn; Genelia D'souza; Tara Sharma; Amrita Rao; Rakhi Sawant; Murali Sharma,₹ 34.14 crore (US$7.53 million),34.14
2004,Meenaxi: A Tale of Three Cities,M. F. Hussain,Tabu; Kunal Kapoor; Rajpal Yadav; Nadira Babbar,,
2004,Meri Biwi Ka Jawaab Nahin,"S. M. Iqbal , Pankaj Parashar",Sridevi; Akshay Kumar,,
2004,Morning Raga,Mahesh Dattan,Shabana Azmi; Perizaad Zorabian,,
2004,Mujhse Shaadi Karogi,David Dhawan,Salman Khan; Akshay Kumar; Priyanka Chopra; Amrish Puri,₹ 62 crore (US$13.68 million),62.00
2004,Murder,Anurag Basu,Emraan Hashmi; Ashmit Patel; Mallika Sherawat,,
2004,Musafir,Sanjay Gupta,Anil Kapoor; Sanjay Dutt; Sameera Reddy; Aditya Pancholi; Koena Mitra; Mahesh Manjrekar,,
2004,Muskaan,"Rohit Nayyar , Rohit Manash",Aftab Shivdasani; Gracy Singh; Parvin Dabas; Kader Khan; Anupam Kher,,
2004,""" Mysteries Shaque ""","Vinod Chhabara ,",Janki Shah; Quber Chauhan]]; Prem Chopra; Upasana Singh; Aarti Puri,,
2004,Naach,Ram Gopal Varma,Antara Mali; Abhishek Bachchan; Ritesh Deshmukh,,
2004,Netaji Subhas Chandra Bose: The Forgotten Hero,Shyam Benegal,Sachin Khedekar; Kulbhushan Kharbanda; Rajit Kapur; Arif Zakaria; Divya Dutta,,
2004,Phir Milenge,Revathy,Nassar; Shilpa Shetty; Salman Khan; Abhishek Bachchan; Revathi,,
2004,Police Force: An Inside Story,Dilip Shukla,Akshay Kumar; Raveena Tandon; Raj Babbar; Amrish Puri; S. M. Zaheer; Mohan Joshi,,
2004,Popcorn Khao! Mast Ho Jao,Kabir Sadanand,Akshay Kapoor; Tanisha; Yash Tonk; Reshmi Nigam,,
2004,Raincoat,Rituparno Ghosh,Ajay Devgn; Aishwarya Rai,,
2004,Rakht,Mahesh Manjrekar,Sunil Shetty; Neha Dhupia; Abhishek Bachchan; Dino Morea; Himanshu Malik; Amrita Arora; Bipasha Basu; Sanjay Dutt,,
2004,Rok Sako To Rok Lo,Arindam Chowdhury,Sunny Deol; Yash Pandit,,
2004,Rudraksh,Mani Shankar,Suniel Shetty; Sanjay Dutt; Bipasha Basu; Isha Koppikar,,
2004,Run,Jeeva,Abhishek Bachchan; Bhoomika Chawla; Vijay Raaz; Ayesha Jhulka; Mahesh Manjrekar,,
2004,Shaadi Ka Laddoo,Raj Kaushal,Sanjay Suri; Mandira Bedi; Divya Dutta; Aashish Chaudhary,,
2004,Shart: The Challenge,Puri Jagannadh,Tusshar Kapoor; Gracy Singh; Amrita Arora,,
2004,Sheen,Ashok Pandit,Tarun Arora; Raj Babbar; Anoop Soni; Kiran Juneja,,
2004,Shikaar,Darshan Bagga,Kanishka Sodhi; Jas Pandher,,
2004,Shukriya: Till Death Do Us Apart,Anupam Sinha,Anupam Kher; Aftab Shivdasani; Shriya Saran,,
2004,Silence Please...The Dressing Room,Sanjay Srinivas,Salil Ankola; Sonali Kulkarni; Tom Alter,,
2004,Stop!,Ajai Sinha,Gauri Karnik; Ishitta Arun; Rocky Bhatia; Tejaswini Kolhapure; Kiran Jhanjhani; Harsh Chhaya; Ali Asgar; Dia Mirza,,
2004,Suno Sasurjee,Vimal Kumar,Aftab; Ameesha Patel,,
2004,Swades,Ashutosh Gowarikar,Shahrukh Khan; Gayatri Joshi; Kishori Ballal,₹ 40.2 crore (US$8.87 million),40.20
2004,Taarzan: The Wonder Car,Abbas Mustan,Vatsal Seth; Ayesha Takia; Pankaj Dheer; Ajay Devgn,,
2004,Tauba Tauba,T L V Prasad,Payal Rohatgi; Antara Biswas; Amin Gazi,,
2004,Thoda Tum Badlo Thoda Hum,Esmayeel Shroff,Arya Babbar; Shriya Saran; Ashok Saraf,,
2004,Tumsa Nahin Dekha: A Love Story,Anurag Basu,Emraan Hashmi; Diya Mirza,,
2004,Uuf Kya Jaadoo Mohabbat Hai,Manoj J. Bhatia,Sammir Dattani; Pooja Kanwal; Sandhya Mridul; Akshay Anand,,
2004,Vaastu Shastra,Saurab Narang,J. D. Chakravarthy; Ahsaas Channa; Vicky Ahuja; Sushmita Sen,,
2004,Veer-Zaara,Yash Chopra,Shah Rukh Khan; Rani Mukerji; Preity Zinta; Manoj Bajpai; Amitabh Bachchan; Hema Malini; Boman Irani; Kirron Kher; Divya Dutta; Anupam Kher,₹ 97.64 crore (US$21.55 million),97.64
2004,Wajahh: A Reason to Kill,Gautama Adhikari,Arbaaz Khan; Shamita Shetty; Gracy Singh,,
2004,Woh,Raj N. Sippy,Priyanshu Chatterjee; Cleo Issacs; Shahbaz Khan,,
2004,Yeh Lamhe Judaai Ke,Birendra Nath Tiwary,Shahrukh Khan; Raveena Tandon; Mohnish Bahl; Rashmi Desai; Amit Kumar; Navneet Nishan,,
2004,Yuva,Mani Ratnam,Ajay Devgn; Abhishek Bachchan; Vivek Oberoi; Rani Mukherji; Kareena Kapoor; Esha Deol,,
2005,Rog,Himanshu Brahmbhatt,Irrfan Khan; Himanshu Malik; Ilene Hamann,,
2005,Vaada,Satish Kaushik,Arjun Rampal; Ameesha Patel; Zayed Khan,,
2005,Elaan,Vikram Bhatt,Arjun Rampal; Ameesha Patel; Mithun Chakraborty; John Abraham; Lara Dutta,,
2005,Insan,K. Subash,Akshay Kumar; Ajay Devgn; Lara Dutta; Esha Deol; Tusshar Kapoor; Koena Mitra; Rahul Dev,,
2005,Kisna: The Warrior Poet,Subhash Ghai,Vivek Oberoi; Isha Sharvani; Ronit Roy; Amrish Puri; Sushmita Sen; Rajat Kapoor,,
2005,Page 3,Madhur Bhandarkar,Konkona Sen Sharma; Atul Kulkarni; Tara Sharma; Sandhya Mridul,,
2005,Blackmail,Anil Devgan,Suniel Shetty; Ajay Devgn; Priyanka Chopra; Dia Mirza,,
2005,Padmashree Laloo Prasad Yadav,Mahesh Manjrekar,Sunil Shetty; Mahesh Manjrekar; Kim Sharma; Gulshan Grover; Johnny Lever,,
2005,Black,Sanjay Leela Bhansali,Amitabh Bachchan; Rani Mukherji; Ayesha Kapur; Shernaz Patel; Nandana Sen; Dhritiman Chaterji,"₹ 40,93,70,000 (equivalent to ₹ 1.4 billion or US$15 million in 2023)",40.94
2005,Bullet: Ek Dhamaka,Irfan Khan,Iqbal Khan; Asseem Merchant; Asad Sikandar; Saadhika,,
2005,Shabd,Leena Yadav,Sanjay Dutt; Aishwarya Rai; Zayed Khan,,
